Order ID,Order Date,Customer Name,Category,Sub-Category,Sales,Profit,Quantity,Region,Is Repeat Customer,Order Year,Order Month,Order Month Name,Order Day of Week,Order Month-Year,Day Type
CA-2025-102466,2025-04-16,Ashley Robinson,Furniture,Furnishings,596.48,139.17,4,Central,Yes,2025,4,Apr,Wednesday,2025-04,Weekday
CA-2025-102481,2025-04-16,Sandra Rodriguez,Office Supplies,Storage,74.53,13.45,2,West,Yes,2025,4,Apr,Wednesday,2025-04,Weekday
CA-2025-102492,2025-04-16,Karen Ramirez,Office Supplies,Paper,96.27,40.36,3,East,Yes,2025,4,Apr,Wednesday,2025-04,Weekday
CA-2025-100739,2025-04-18,Nancy Ramirez,Electronics,Laptops,2088.38,294.25,2,South,Yes,2025,4,Apr,Friday,2025-04,Weekday
CA-2025-100964,2025-04-18,Ashley Robinson,Electronics,Laptops,1438.98,173.31,1,East,Yes,2025,4,Apr,Friday,2025-04,Weekday
CA-2025-101270,2025-04-18,Ashley Robinson,Furniture,Bookcases,301.08,1.55,1,Central,Yes,2025,4,Apr,Friday,2025-04,Weekday
CA-2025-101666,2025-04-18,Karen Ramirez,Office Supplies,Paper,29.56,12.09,1,West,Yes,2025,4,Apr,Friday,2025-04,Weekday
CA-2025-102232,2025-04-18,Ashley Robinson,Furniture,Bookcases,1030.77,25.28,3,South,Yes,2025,4,Apr,Friday,2025-04,Weekday
CA-2025-101139,2025-04-19,Ashley Robinson,Office Supplies,Storage,290.62,59.68,2,South,Yes,2025,4,Apr,Saturday,2025-04,Weekend
CA-2025-101575,2025-04-19,Karen Ramirez,Electronics,Laptops,3697.7,593.17,2,West,Yes,2025,4,Apr,Saturday,2025-04,Weekend
CA-2025-102759,2025-04-19,Ashley Robinson,Office Supplies,Paper,23.55,10.15,1,West,Yes,2025,4,Apr,Saturday,2025-04,Weekend
CA-2025-101014,2025-04-20,Margaret Miller,Furniture,Tables,1902.72,-152.89,4,West,Yes,2025,4,Apr,Sunday,2025-04,Weekend
CA-2025-101057,2025-04-20,Ashley Robinson,Electronics,Smartwatches,571.13,86.52,1,West,Yes,2025,4,Apr,Sunday,2025-04,Weekend
CA-2025-101977,2025-04-20,Nancy Ramirez,Electronics,Accessories,94.22,32.81,1,Central,Yes,2025,4,Apr,Sunday,2025-04,Weekend
CA-2025-102797,2025-04-20,Nancy Ramirez,Electronics,Smartwatches,677.1,153.02,3,East,Yes,2025,4,Apr,Sunday,2025-04,Weekend
CA-2025-100069,2025-04-21,Karen Ramirez,Furniture,Furnishings,727.73,175.95,5,West,Yes,2025,4,Apr,Monday,2025-04,Weekday
CA-2025-100027,2025-04-22,Ashley Robinson,Office Supplies,Binders,63.71,29.58,3,West,Yes,2025,4,Apr,Tuesday,2025-04,Weekday
CA-2025-100700,2025-04-22,David Ramirez,Electronics,Accessories,63.82,20.19,2,West,Yes,2025,4,Apr,Tuesday,2025-04,Weekday
CA-2025-101940,2025-04-22,Ashley Robinson,Electronics,Laptops,758.77,59.17,1,West,Yes,2025,4,Apr,Tuesday,2025-04,Weekday
CA-2025-102629,2025-04-22,Nancy Ramirez,Furniture,Furnishings,228.71,55.55,4,Central,Yes,2025,4,Apr,Tuesday,2025-04,Weekday
CA-2025-101960,2025-04-23,Donna Smith,Furniture,Chairs,403.59,51.22,3,West,Yes,2025,4,Apr,Wednesday,2025-04,Weekday
CA-2025-100389,2025-04-24,Margaret Miller,Electronics,Phones,1097.38,182.44,3,East,Yes,2025,4,Apr,Thursday,2025-04,Weekday
CA-2025-101077,2025-04-24,Karen Ramirez,Furniture,Tables,488.62,-27.6,2,West,Yes,2025,4,Apr,Thursday,2025-04,Weekday
CA-2025-102307,2025-04-24,Karen Ramirez,Electronics,Accessories,98.89,31.61,4,West,Yes,2025,4,Apr,Thursday,2025-04,Weekday
CA-2025-102638,2025-04-24,Ashley Robinson,Electronics,Phones,643.51,113.76,3,South,Yes,2025,4,Apr,Thursday,2025-04,Weekday
CA-2025-100377,2025-04-25,Donna Smith,Office Supplies,Storage,195.79,40.07,1,East,Yes,2025,4,Apr,Friday,2025-04,Weekday
CA-2025-100844,2025-04-25,Sandra Harris,Furniture,Chairs,274.37,18.28,3,West,Yes,2025,4,Apr,Friday,2025-04,Weekday
CA-2025-101480,2025-04-25,Ashley Robinson,Electronics,Smartwatches,132.45,29.41,1,East,Yes,2025,4,Apr,Friday,2025-04,Weekday
CA-2025-102400,2025-04-25,Ashley Robinson,Electronics,Laptops,1681.4,128.99,1,Central,Yes,2025,4,Apr,Friday,2025-04,Weekday
CA-2025-102760,2025-04-25,Ashley Robinson,Furniture,Furnishings,104.77,29.38,3,East,Yes,2025,4,Apr,Friday,2025-04,Weekday
CA-2025-102812,2025-04-25,Karen Ramirez,Furniture,Furnishings,20.17,5.81,1,South,Yes,2025,4,Apr,Friday,2025-04,Weekday
CA-2025-100585,2025-04-26,Ashley Robinson,Electronics,Phones,2960.33,312.24,4,East,Yes,2025,4,Apr,Saturday,2025-04,Weekend
CA-2025-100988,2025-04-26,Nancy Ramirez,Furniture,Tables,822.65,-63.86,1,East,Yes,2025,4,Apr,Saturday,2025-04,Weekend
CA-2025-102057,2025-04-26,Karen Ramirez,Electronics,Laptops,3348.33,472.16,2,West,Yes,2025,4,Apr,Saturday,2025-04,Weekend
CA-2025-101446,2025-04-27,Karen Ramirez,Office Supplies,Art,100.52,44.78,2,Central,Yes,2025,4,Apr,Sunday,2025-04,Weekend
CA-2025-102713,2025-04-27,Charles Robinson,Office Supplies,Paper,91.74,41.16,4,Central,Yes,2025,4,Apr,Sunday,2025-04,Weekend
CA-2025-101232,2025-04-28,Karen Ramirez,Office Supplies,Paper,76.18,31.53,2,West,Yes,2025,4,Apr,Monday,2025-04,Weekday
CA-2025-102593,2025-04-28,Nancy Ramirez,Office Supplies,Art,70.6,29.26,1,South,Yes,2025,4,Apr,Monday,2025-04,Weekday
CA-2025-100391,2025-04-29,Donna Smith,Office Supplies,Art,121.63,45.03,3,East,Yes,2025,4,Apr,Tuesday,2025-04,Weekday
CA-2025-100584,2025-04-29,Ashley Robinson,Office Supplies,Paper,9.81,4.84,1,Central,Yes,2025,4,Apr,Tuesday,2025-04,Weekday
CA-2025-100601,2025-04-29,Ashley Robinson,Office Supplies,Paper,26.21,10.71,1,South,Yes,2025,4,Apr,Tuesday,2025-04,Weekday
CA-2025-102482,2025-04-30,Elizabeth Gonzalez,Furniture,Furnishings,75.91,18.39,4,West,No,2025,4,Apr,Wednesday,2025-04,Weekday
CA-2025-101199,2025-05-01,Ashley Robinson,Electronics,Smartwatches,120.06,27.03,1,West,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-101578,2025-05-01,Karen Ramirez,Furniture,Chairs,680.72,84.13,3,South,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-102155,2025-05-01,Ashley Robinson,Furniture,Bookcases,602.08,4.06,2,West,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-102668,2025-05-01,Ashley Robinson,Office Supplies,Storage,99.44,24.83,1,South,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-102920,2025-05-01,Karen Ramirez,Office Supplies,Storage,488.06,82.35,2,East,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-102961,2025-05-01,Karen Ramirez,Office Supplies,Paper,31.18,12.83,1,East,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-100586,2025-05-02,Nancy Ramirez,Office Supplies,Binders,8.82,4.62,4,West,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-101401,2025-05-02,Ashley Robinson,Office Supplies,Art,20.93,8.99,3,East,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-101752,2025-05-02,Ashley Robinson,Electronics,Accessories,114.21,34.54,1,East,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-100527,2025-05-03,Ashley Robinson,Electronics,Accessories,529.73,175.18,4,East,Yes,2025,5,May,Saturday,2025-05,Weekend
CA-2025-101123,2025-05-04,Kimberly Wilson,Furniture,Furnishings,192.56,40.34,2,West,Yes,2025,5,May,Sunday,2025-05,Weekend
CA-2025-102779,2025-05-04,Karen Ramirez,Electronics,Accessories,301.09,114.02,2,West,Yes,2025,5,May,Sunday,2025-05,Weekend
CA-2025-102819,2025-05-04,Ashley Robinson,Office Supplies,Binders,46.23,23.96,3,East,Yes,2025,5,May,Sunday,2025-05,Weekend
CA-2025-101599,2025-05-05,Ashley Robinson,Electronics,Smartwatches,597.84,113.71,2,Central,Yes,2025,5,May,Monday,2025-05,Weekday
CA-2025-102424,2025-05-05,Nancy Ramirez,Electronics,Accessories,273.98,97.06,3,East,Yes,2025,5,May,Monday,2025-05,Weekday
CA-2025-100913,2025-05-06,Karen Ramirez,Office Supplies,Paper,30.82,12.79,1,South,Yes,2025,5,May,Tuesday,2025-05,Weekday
CA-2025-100933,2025-05-06,Nancy Ramirez,Electronics,Smartwatches,735.47,127.1,3,West,Yes,2025,5,May,Tuesday,2025-05,Weekday
CA-2025-101509,2025-05-06,William Sanchez,Electronics,Smartwatches,736.95,179.28,2,Central,Yes,2025,5,May,Tuesday,2025-05,Weekday
CA-2025-100567,2025-05-07,Ashley Robinson,Office Supplies,Storage,507.13,83.54,3,East,Yes,2025,5,May,Wednesday,2025-05,Weekday
CA-2025-100986,2025-05-07,Ashley Robinson,Furniture,Furnishings,277.21,73.84,3,West,Yes,2025,5,May,Wednesday,2025-05,Weekday
CA-2025-101265,2025-05-07,Karen Ramirez,Electronics,Phones,1215.9,125.7,2,West,Yes,2025,5,May,Wednesday,2025-05,Weekday
CA-2025-101326,2025-05-07,Ashley Robinson,Electronics,Laptops,774.21,128.29,1,West,Yes,2025,5,May,Wednesday,2025-05,Weekday
CA-2025-101455,2025-05-07,Nancy Ramirez,Electronics,Smartwatches,210.47,47.48,1,South,Yes,2025,5,May,Wednesday,2025-05,Weekday
CA-2025-102448,2025-05-07,Karen Ramirez,Electronics,Smartwatches,179.61,31.78,1,West,Yes,2025,5,May,Wednesday,2025-05,Weekday
CA-2025-100236,2025-05-08,Ashley Robinson,Furniture,Chairs,173.35,17.99,1,East,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-100444,2025-05-08,Ashley Robinson,Electronics,Laptops,1236.82,129.05,2,East,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-100721,2025-05-09,Ashley Robinson,Office Supplies,Art,49.84,18.5,2,West,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-101913,2025-05-09,Karen Ramirez,Office Supplies,Storage,172.83,30.76,1,South,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-102089,2025-05-09,Nancy Ramirez,Electronics,Phones,699.7,89.57,2,West,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-102108,2025-05-09,Ashley Robinson,Furniture,Tables,689.64,-53.0,1,South,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-100613,2025-05-10,Charles Robinson,Furniture,Chairs,881.57,110.38,3,East,Yes,2025,5,May,Saturday,2025-05,Weekend
CA-2025-101620,2025-05-10,Ashley Robinson,Electronics,Accessories,56.64,21.28,1,South,Yes,2025,5,May,Saturday,2025-05,Weekend
CA-2025-102686,2025-05-10,Karen Ramirez,Office Supplies,Storage,292.47,45.42,2,South,Yes,2025,5,May,Saturday,2025-05,Weekend
CA-2025-100061,2025-05-11,Karen Ramirez,Furniture,Furnishings,345.04,93.99,2,West,Yes,2025,5,May,Sunday,2025-05,Weekend
CA-2025-100181,2025-05-11,Emily Davis,Furniture,Chairs,1067.32,109.77,2,West,Yes,2025,5,May,Sunday,2025-05,Weekend
CA-2025-100435,2025-05-12,Nancy Ramirez,Office Supplies,Paper,85.81,39.87,3,Central,Yes,2025,5,May,Monday,2025-05,Weekday
CA-2025-101958,2025-05-12,Ashley Robinson,Electronics,Smartwatches,349.34,83.63,1,East,Yes,2025,5,May,Monday,2025-05,Weekday
CA-2025-101638,2025-05-13,Nancy Ramirez,Furniture,Chairs,131.05,11.14,1,West,Yes,2025,5,May,Tuesday,2025-05,Weekday
CA-2025-102598,2025-05-13,David Ramirez,Office Supplies,Art,209.71,81.24,3,Central,Yes,2025,5,May,Tuesday,2025-05,Weekday
CA-2025-100046,2025-05-14,Ashley Robinson,Electronics,Accessories,46.57,17.4,1,South,Yes,2025,5,May,Wednesday,2025-05,Weekday
CA-2025-100432,2025-05-14,Ashley Robinson,Electronics,Phones,643.47,79.6,1,East,Yes,2025,5,May,Wednesday,2025-05,Weekday
CA-2025-101400,2025-05-14,Ashley Robinson,Office Supplies,Storage,156.44,32.7,1,South,Yes,2025,5,May,Wednesday,2025-05,Weekday
CA-2025-101653,2025-05-14,Nancy Ramirez,Electronics,Smartwatches,838.1,157.54,3,East,Yes,2025,5,May,Wednesday,2025-05,Weekday
CA-2025-101954,2025-05-14,Ashley Robinson,Furniture,Chairs,890.52,113.03,3,South,Yes,2025,5,May,Wednesday,2025-05,Weekday
CA-2025-102558,2025-05-14,Emily Davis,Office Supplies,Storage,470.08,82.7,4,East,Yes,2025,5,May,Wednesday,2025-05,Weekday
CA-2025-102613,2025-05-14,Karen Ramirez,Office Supplies,Art,22.66,9.96,1,Central,Yes,2025,5,May,Wednesday,2025-05,Weekday
CA-2025-101953,2025-05-15,Nancy Ramirez,Electronics,Accessories,189.32,71.94,2,South,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-102269,2025-05-15,Nancy Ramirez,Office Supplies,Storage,979.4,160.68,4,East,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-100524,2025-05-16,Karen Ramirez,Furniture,Tables,386.37,-28.81,1,Central,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-101155,2025-05-16,Ashley Robinson,Office Supplies,Binders,21.66,10.2,1,East,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-101912,2025-05-16,Karen Ramirez,Furniture,Tables,341.0,-12.07,2,East,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-101029,2025-05-17,Karen Ramirez,Electronics,Phones,1781.65,210.76,2,East,Yes,2025,5,May,Saturday,2025-05,Weekend
CA-2025-101308,2025-05-17,Nancy Ramirez,Electronics,Smartwatches,2414.45,533.65,5,East,Yes,2025,5,May,Saturday,2025-05,Weekend
CA-2025-102450,2025-05-17,Ashley Robinson,Electronics,Phones,3397.18,534.08,3,South,Yes,2025,5,May,Saturday,2025-05,Weekend
CA-2025-100388,2025-05-18,Donna Smith,Electronics,Smartwatches,584.36,108.12,2,South,Yes,2025,5,May,Sunday,2025-05,Weekend
CA-2025-100468,2025-05-18,Nancy Ramirez,Furniture,Chairs,929.71,77.29,2,West,Yes,2025,5,May,Sunday,2025-05,Weekend
CA-2025-100870,2025-05-18,Karen Ramirez,Furniture,Chairs,787.4,34.87,4,East,Yes,2025,5,May,Sunday,2025-05,Weekend
CA-2025-101387,2025-05-18,Karen Ramirez,Electronics,Smartwatches,593.52,137.57,2,East,Yes,2025,5,May,Sunday,2025-05,Weekend
CA-2025-100197,2025-05-19,Donna Smith,Office Supplies,Storage,39.34,6.98,1,West,Yes,2025,5,May,Monday,2025-05,Weekday
CA-2025-101286,2025-05-19,Ashley Robinson,Electronics,Accessories,62.31,21.08,1,East,Yes,2025,5,May,Monday,2025-05,Weekday
CA-2025-102555,2025-05-19,Sandra Martin,Furniture,Bookcases,718.56,54.81,3,Central,Yes,2025,5,May,Monday,2025-05,Weekday
CA-2025-102731,2025-05-19,Nancy Ramirez,Office Supplies,Paper,43.26,20.49,3,East,Yes,2025,5,May,Monday,2025-05,Weekday
CA-2025-100762,2025-05-20,Ashley Robinson,Office Supplies,Art,46.82,17.08,2,West,Yes,2025,5,May,Tuesday,2025-05,Weekday
CA-2025-101520,2025-05-20,Ashley Robinson,Furniture,Furnishings,145.23,42.79,1,West,Yes,2025,5,May,Tuesday,2025-05,Weekday
CA-2025-101574,2025-05-20,Ashley Robinson,Furniture,Tables,811.05,-14.43,5,Central,Yes,2025,5,May,Tuesday,2025-05,Weekday
CA-2025-101616,2025-05-20,Ashley Robinson,Electronics,Accessories,332.54,114.38,4,West,Yes,2025,5,May,Tuesday,2025-05,Weekday
CA-2025-100058,2025-05-21,Ashley Robinson,Electronics,Laptops,1211.36,134.8,1,East,Yes,2025,5,May,Wednesday,2025-05,Weekday
CA-2025-102783,2025-05-21,Donna Smith,Office Supplies,Storage,77.47,17.94,2,West,Yes,2025,5,May,Wednesday,2025-05,Weekday
CA-2025-102898,2025-05-21,Ashley Robinson,Office Supplies,Art,53.2,19.42,1,Central,Yes,2025,5,May,Wednesday,2025-05,Weekday
CA-2025-100769,2025-05-22,Ashley Robinson,Electronics,Phones,3530.51,385.08,4,Central,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-100897,2025-05-22,Ashley Robinson,Electronics,Phones,556.37,103.59,1,West,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-102281,2025-05-22,Ashley Robinson,Furniture,Furnishings,430.17,105.85,4,East,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-102863,2025-05-22,Nancy Ramirez,Furniture,Chairs,330.7,39.25,1,East,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-100887,2025-05-23,Ashley Robinson,Electronics,Phones,772.6,126.23,1,West,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-101080,2025-05-23,Karen Ramirez,Electronics,Accessories,48.35,19.22,1,South,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-101765,2025-05-23,Ashley Robinson,Office Supplies,Binders,17.93,8.41,1,East,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-101844,2025-05-23,Ashley Robinson,Furniture,Tables,588.49,-32.13,2,Central,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-102235,2025-05-23,William Sanchez,Electronics,Accessories,109.07,38.13,1,Central,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-100655,2025-05-24,Karen Ramirez,Electronics,Phones,1821.0,226.27,2,Central,Yes,2025,5,May,Saturday,2025-05,Weekend
CA-2025-101044,2025-05-24,Karen Ramirez,Furniture,Tables,407.84,-40.01,1,East,Yes,2025,5,May,Saturday,2025-05,Weekend
CA-2025-102462,2025-05-24,Ashley Robinson,Office Supplies,Art,35.67,13.54,1,West,Yes,2025,5,May,Saturday,2025-05,Weekend
CA-2025-100507,2025-05-25,Donna Smith,Furniture,Chairs,601.92,46.95,1,East,Yes,2025,5,May,Sunday,2025-05,Weekend
CA-2025-100722,2025-05-25,Ashley Robinson,Office Supplies,Art,94.11,35.13,1,South,Yes,2025,5,May,Sunday,2025-05,Weekend
CA-2025-101001,2025-05-25,Ashley Robinson,Furniture,Chairs,487.6,55.38,1,West,Yes,2025,5,May,Sunday,2025-05,Weekend
CA-2025-101374,2025-05-25,Ashley Robinson,Furniture,Tables,2246.53,-65.31,5,Central,Yes,2025,5,May,Sunday,2025-05,Weekend
CA-2025-101527,2025-05-25,Nancy Ramirez,Office Supplies,Binders,50.51,24.01,2,West,Yes,2025,5,May,Sunday,2025-05,Weekend
CA-2025-102037,2025-05-25,David Ramirez,Office Supplies,Paper,110.56,50.27,2,West,Yes,2025,5,May,Sunday,2025-05,Weekend
CA-2025-101929,2025-05-26,Karen Ramirez,Office Supplies,Binders,19.92,10.66,3,West,Yes,2025,5,May,Monday,2025-05,Weekday
CA-2025-102707,2025-05-26,Ashley Robinson,Furniture,Furnishings,166.03,45.07,2,East,Yes,2025,5,May,Monday,2025-05,Weekday
CA-2025-101078,2025-05-27,Karen Ramirez,Electronics,Laptops,9439.33,1508.52,5,West,Yes,2025,5,May,Tuesday,2025-05,Weekday
CA-2025-102258,2025-05-27,Ashley Robinson,Furniture,Furnishings,17.46,4.77,1,West,Yes,2025,5,May,Tuesday,2025-05,Weekday
CA-2025-102419,2025-05-27,Karen Ramirez,Electronics,Accessories,350.06,115.14,4,South,Yes,2025,5,May,Tuesday,2025-05,Weekday
CA-2025-102122,2025-05-28,Nancy Ramirez,Office Supplies,Storage,482.15,82.45,3,East,Yes,2025,5,May,Wednesday,2025-05,Weekday
CA-2025-102573,2025-05-28,Emily Davis,Electronics,Accessories,204.46,66.52,2,East,Yes,2025,5,May,Wednesday,2025-05,Weekday
CA-2025-101215,2025-05-29,Nancy Ramirez,Furniture,Tables,535.55,-0.44,2,East,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-101607,2025-05-29,Ashley Robinson,Office Supplies,Art,57.87,21.17,1,Central,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-101643,2025-05-29,Margaret Miller,Office Supplies,Binders,26.81,12.34,2,West,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-102315,2025-05-29,Ashley Robinson,Office Supplies,Art,48.99,19.57,1,West,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-102389,2025-05-29,Nancy Ramirez,Office Supplies,Paper,57.56,24.41,2,West,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-102799,2025-05-29,Patricia Davis,Office Supplies,Binders,30.36,14.29,2,South,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-102935,2025-05-29,Nancy Ramirez,Office Supplies,Storage,304.71,68.41,2,Central,Yes,2025,5,May,Thursday,2025-05,Weekday
CA-2025-100305,2025-05-30,Ashley Robinson,Office Supplies,Paper,44.79,20.43,2,South,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-100690,2025-05-30,Ashley Robinson,Furniture,Furnishings,43.83,9.94,1,East,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-100772,2025-05-30,Ashley Robinson,Electronics,Smartwatches,235.39,55.39,1,East,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-100943,2025-05-30,Ashley Robinson,Office Supplies,Binders,46.75,22.23,2,East,Yes,2025,5,May,Friday,2025-05,Weekday
CA-2025-100075,2025-05-31,Karen Ramirez,Office Supplies,Paper,59.35,25.28,2,South,Yes,2025,5,May,Saturday,2025-05,Weekend
CA-2025-100161,2025-05-31,Ashley Robinson,Furniture,Tables,1789.05,-125.71,3,South,Yes,2025,5,May,Saturday,2025-05,Weekend
CA-2025-100345,2025-05-31,Ashley Robinson,Furniture,Tables,419.36,-27.95,1,Central,Yes,2025,5,May,Saturday,2025-05,Weekend
CA-2025-100646,2025-05-31,Karen Ramirez,Office Supplies,Paper,12.95,6.36,1,Central,Yes,2025,5,May,Saturday,2025-05,Weekend
CA-2025-100384,2025-06-01,Nancy Ramirez,Furniture,Furnishings,382.27,93.67,2,West,Yes,2025,6,Jun,Sunday,2025-06,Weekend
CA-2025-100572,2025-06-01,Ashley Robinson,Office Supplies,Paper,21.14,8.94,1,South,Yes,2025,6,Jun,Sunday,2025-06,Weekend
CA-2025-101802,2025-06-01,Nancy Ramirez,Office Supplies,Binders,14.58,7.76,3,West,Yes,2025,6,Jun,Sunday,2025-06,Weekend
CA-2025-100204,2025-06-02,Karen Ramirez,Electronics,Smartwatches,1420.9,346.25,5,South,Yes,2025,6,Jun,Monday,2025-06,Weekday
CA-2025-100302,2025-06-02,Michael Robinson,Furniture,Furnishings,170.11,48.98,2,South,No,2025,6,Jun,Monday,2025-06,Weekday
CA-2025-100576,2025-06-02,Ashley Robinson,Furniture,Tables,228.03,-7.37,1,West,Yes,2025,6,Jun,Monday,2025-06,Weekday
CA-2025-101604,2025-06-02,Nancy Ramirez,Furniture,Chairs,746.24,58.53,2,Central,Yes,2025,6,Jun,Monday,2025-06,Weekday
CA-2025-101657,2025-06-02,Richard Gonzalez,Electronics,Phones,569.6,83.19,1,East,Yes,2025,6,Jun,Monday,2025-06,Weekday
CA-2025-100095,2025-06-03,Ashley Robinson,Office Supplies,Art,19.02,8.39,3,East,Yes,2025,6,Jun,Tuesday,2025-06,Weekday
CA-2025-100482,2025-06-03,Ashley Robinson,Electronics,Smartwatches,230.34,40.99,2,East,Yes,2025,6,Jun,Tuesday,2025-06,Weekday
CA-2025-100848,2025-06-03,James Harris,Office Supplies,Paper,140.38,62.3,4,South,Yes,2025,6,Jun,Tuesday,2025-06,Weekday
CA-2025-100875,2025-06-03,Patricia Johnson,Electronics,Smartwatches,324.91,74.95,1,South,Yes,2025,6,Jun,Tuesday,2025-06,Weekday
CA-2025-100906,2025-06-03,Karen Ramirez,Electronics,Smartwatches,374.73,62.19,1,West,Yes,2025,6,Jun,Tuesday,2025-06,Weekday
CA-2025-100097,2025-06-04,Karen Ramirez,Furniture,Bookcases,404.47,17.52,1,South,Yes,2025,6,Jun,Wednesday,2025-06,Weekday
CA-2025-100334,2025-06-04,Charles Robinson,Office Supplies,Binders,16.21,8.45,2,East,Yes,2025,6,Jun,Wednesday,2025-06,Weekday
CA-2025-101117,2025-06-04,Nancy Ramirez,Electronics,Accessories,90.63,29.29,1,South,Yes,2025,6,Jun,Wednesday,2025-06,Weekday
CA-2025-101855,2025-06-04,Karen Ramirez,Electronics,Smartwatches,721.8,115.65,4,West,Yes,2025,6,Jun,Wednesday,2025-06,Weekday
CA-2025-102830,2025-06-04,Ashley Robinson,Electronics,Accessories,207.35,70.32,2,Central,Yes,2025,6,Jun,Wednesday,2025-06,Weekday
CA-2025-101003,2025-06-05,Ashley Robinson,Office Supplies,Paper,57.37,26.27,4,Central,Yes,2025,6,Jun,Thursday,2025-06,Weekday
CA-2025-101054,2025-06-05,Donna Smith,Electronics,Phones,456.08,66.18,1,West,Yes,2025,6,Jun,Thursday,2025-06,Weekday
CA-2025-101538,2025-06-05,Karen Ramirez,Office Supplies,Binders,23.2,11.69,1,West,Yes,2025,6,Jun,Thursday,2025-06,Weekday
CA-2025-101742,2025-06-05,Ashley Robinson,Electronics,Accessories,111.39,39.06,2,Central,Yes,2025,6,Jun,Thursday,2025-06,Weekday
CA-2025-102139,2025-06-05,Ashley Robinson,Electronics,Accessories,89.93,31.29,4,Central,Yes,2025,6,Jun,Thursday,2025-06,Weekday
CA-2025-102932,2025-06-05,Sandra Rodriguez,Electronics,Phones,369.49,64.17,1,Central,Yes,2025,6,Jun,Thursday,2025-06,Weekday
CA-2025-100048,2025-06-06,Emily Davis,Furniture,Bookcases,351.34,27.19,3,East,Yes,2025,6,Jun,Friday,2025-06,Weekday
CA-2025-100416,2025-06-06,Ashley Robinson,Furniture,Tables,598.18,-53.78,2,East,Yes,2025,6,Jun,Friday,2025-06,Weekday
CA-2025-100744,2025-06-06,Ashley Robinson,Furniture,Chairs,296.31,17.1,1,South,Yes,2025,6,Jun,Friday,2025-06,Weekday
CA-2025-102185,2025-06-06,James Harris,Office Supplies,Binders,22.37,10.18,1,West,Yes,2025,6,Jun,Friday,2025-06,Weekday
CA-2025-102257,2025-06-06,Ashley Robinson,Office Supplies,Storage,220.99,43.12,1,Central,Yes,2025,6,Jun,Friday,2025-06,Weekday
CA-2025-100530,2025-06-07,Ashley Robinson,Electronics,Phones,1213.78,190.19,1,East,Yes,2025,6,Jun,Saturday,2025-06,Weekend
CA-2025-101158,2025-06-07,Donna Smith,Office Supplies,Art,115.87,44.48,1,West,Yes,2025,6,Jun,Saturday,2025-06,Weekend
CA-2025-102200,2025-06-07,Ashley Robinson,Furniture,Bookcases,380.56,21.08,2,West,Yes,2025,6,Jun,Saturday,2025-06,Weekend
CA-2025-100085,2025-06-08,Ashley Robinson,Office Supplies,Paper,12.22,5.89,1,Central,Yes,2025,6,Jun,Sunday,2025-06,Weekend
CA-2025-100297,2025-06-08,Karen Ramirez,Electronics,Laptops,1953.83,184.03,1,West,Yes,2025,6,Jun,Sunday,2025-06,Weekend
CA-2025-101216,2025-06-08,Richard Martin,Office Supplies,Paper,87.5,42.38,2,South,No,2025,6,Jun,Sunday,2025-06,Weekend
